sexo;nacionalidad;comuna;provincia;region;carrera;escuela;facultad;campus
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;COLINA;CHACABUCO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LAS CONDES;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTA CRUZ;COLCHAGUA;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LO ESPEJO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MELIPILLA;MELIPILLA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;HUECHURABA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN RAMON;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;CERRO NAVIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SAN PEDRO;MELIPILLA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;VITACURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN JOAQUIN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;EXTRANJERA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;RANCAGUA;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;COLINA;CHACABUCO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;NAVIDAD;CARDENAL CARO;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LO PRADO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LAMPA;CHACABUCO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA EN CONSTRUCCION;ESCUELA DE CONSTRUCCIÓN CIVIL;FACULTAD DE CIENCIAS DE LA CONST. Y ORDENAMIENTO TERRITORIAL;CENTRAL
